erp_id,province_code,lat,long,sales
1679,QC,45.4996108,-73.5562644,1.015106194
6057,QC,45.4992821,-73.5552553,-1.020649463
1683,QC,45.4956881,-73.4676372,-0.666148183
1684,QC,45.5237369,-73.594857,3.248330497
1692,QC,45.5312557,-73.5654928,-2.608088389
1695,QC,45.466962,-73.61202,0.372522254
1708,QC,46.8233118,-71.2226811,-0.012309845
1715,QC,46.5588282,-72.7429133,0.564608601
1728,QC,45.5474246,-73.5590231,4.991545758
1735,QC,45.4877901,-73.4624333,-0.525152196
1740,QC,45.5177377,-73.5922518,0.297407205
1744,QC,45.5166709,-73.4481007,0.655221822
1746,QC,46.8128563,-71.2122832,0.966181159
1754,QC,45.5540257,-73.66917,0.783739992
1757,QC,45.470722,-73.5909049,3.713928915
1758,QC,45.476365,-73.565247,-0.256889563
1767,QC,45.5323983,-73.4844522,-1.777516039
2713,QC,45.5323983,-73.4844522,-0.52384641
1769,QC,45.483167,-73.580991,-0.591127449
1774,QC,45.55886,-73.6588939,0.39225123
1776,QC,45.5416727,-73.59824,-0.68843876
1778,QC,45.5425854,-73.6941273,-0.842072162
1781,QC,45.5066394,-73.4443063,-0.337252767
1793,QC,45.4641836,-73.6460511,0.457784369
1802,QC,45.5308487,-73.5767379,0.329160394
1805,QC,45.5283228,-73.5912281,-0.443950774
1818,QC,46.7404687,-71.4675253,0.991902357
3852,QC,46.7404687,-71.4675253,0.918642618
1823,QC,45.5298803,-73.5473797,1.607204986
1824,QC,45.5262667,-73.5810324,-2.909421021
1825,QC,45.449909,-73.601011,-0.511446359
1828,QC,45.7675603,-73.4445425,0.750207466
1829,QC,45.5668191,-73.6510092,-0.324394196
1831,QC,45.5149045,-73.5597685,-0.168190351
1835,QC,45.5294658,-73.5557197,-0.741629514
1836,QC,45.5203702,-73.5979238,0.31953911
1840,QC,46.8066835,-71.2459653,0.140269671
1848,QC,45.507572,-73.4962203,0.233213433
1852,QC,45.4514109,-73.5935062,0.401089875
1854,QC,46.8150396,-71.2207915,-1.421576145
1864,QC,45.5235286,-73.5951189,0.280962672
1865,QC,45.5684112,-73.5535136,1.237096149
1874,QC,46.8483894,-71.2347081,-1.110945813
1880,QC,48.441093,-68.53344,-0.062891326
1884,QC,45.5094278,-73.572676,0.223343327
1908,QC,45.5371366,-73.672741,1.689466751
1920,QC,45.5385795,-73.4798282,1.220115686
1922,QC,46.83771,-71.23089,-0.497039824
1923,QC,46.8481887,-71.2286708,0.573723861
1934,QC,45.4934271,-73.5829346,-1.493340996
1944,QC,45.495461,-73.61048,0.298596602
1953,QC,45.532497,-73.596521,-2.005709451
1969,QC,45.5238193,-73.5603887,0.208462037
1984,QC,45.5200007,-73.4601421,-0.984980741
1990,QC,46.8134,-71.2273699,-0.431315017
1992,QC,45.515709,-73.465352,1.64069061
2001,QC,48.2227308,-78.996684,0.489009303
2007,QC,45.4667531,-73.6442381,0.509317582
4585,QC,45.4665492,-73.6442402,-0.209356143
2010,QC,45.5224639,-73.5617125,1.025884772
2012,QC,45.562683,-73.572434,-0.470421539
2018,QC,45.5524354,-73.5566077,0.609765088
2025,QC,45.5103999,-73.5759925,1.503110128
2028,QC,46.7964857,-71.239764,0.383642823
2039,QC,45.5041009,-73.5710036,7.788058304
2047,QC,45.5258048,-73.7137765,-0.456133963
2049,QC,45.4782589,-73.5693497,-0.650116735
2050,QC,45.4780614,-73.6294296,-0.673587725
2052,QC,45.5008215,-73.4254221,1.594564127
2054,QC,45.5232782,-73.5545852,1.003544667
5441,QC,45.5232923,-73.5546004,1.942297306
2057,QC,45.5728253,-73.6499702,-0.333814835
2058,QC,46.8730025,-71.2527723,0.348737108
2081,QC,46.8285849,-71.228911,1.563425496
2089,QC,45.5365345,-73.6786555,0.630378049
2109,QC,45.519031,-73.5601848,0.991768288
2113,QC,45.5453854,-73.6040377,1.563360889
2121,QC,48.2271305,-78.3819344,-0.330609076
2129,QC,45.536,-73.5515999,0.887222866
2131,QC,48.2401643,-79.0255165,0.109706885
2133,QC,45.5351599,-73.5776206,-0.707621161
2136,QC,45.45529,-73.6409637,1.172905421
2142,QC,45.7208399,-73.4795498,-0.432369377
2154,QC,45.4922226,-73.5831156,0.337468061
2155,QC,45.5357275,-73.5586889,-2.726684057
2159,QC,45.5195887,-73.4918641,-1.790007792
2166,QC,46.8217471,-71.2499304,0.199523281
5281,QC,46.8217471,-71.2499304,1.384457988
2170,QC,45.530137,-73.608739,0.570832214
2171,QC,45.4797987,-73.5562755,0.698992188
2175,QC,46.804566,-71.312725,1.611981423
2177,QC,46.8520285,-71.2102162,-0.335854525
2234,QC,45.509184,-73.5616546,-1.128712222
2240,QC,45.5054611,-73.5593637,-0.236556569
2248,QC,45.4779594,-73.5681434,0.167005045
2261,QC,45.5384088,-73.5778227,0.204586475
2266,QC,45.533324,-73.557264,0.525663462
2273,QC,46.8121555,-71.3101845,-0.417024842
2288,QC,45.4605622,-73.6354679,0.180825195
2294,QC,45.5707321,-73.5728803,0.228140659
2295,QC,48.4426853,-68.5222787,-0.08112775
2302,QC,45.5675578,-73.653117,0.430618571
2310,QC,45.5476564,-73.5749733,-0.925900136
2312,QC,45.5351218,-73.4782079,0.044096884
2314,QC,45.5256849,-73.5979288,-1.163247253
2332,QC,45.5439579,-73.6678245,-0.936648491
2334,QC,45.488805,-73.5859921,-0.294866947
2549,QC,45.4895797,-73.5854084,0.822405809
6368,QC,45.48937,-73.58587,0.392442511
2339,QC,45.5126188,-73.5056314,0.649483556
2343,QC,46.8135022,-71.2118484,1.929200239
2344,QC,45.5474244,-73.6657195,2.324595491
2346,QC,46.5252284,-72.7538881,-0.714177642
2349,QC,45.7322565,-73.454829,1.236867244
2351,QC,45.5061379,-73.5720164,-0.541677033
2353,QC,45.5726097,-73.5707853,-1.542601507
2360,QC,45.4980478,-73.5659651,1.051938261
5222,QC,45.4981757,-73.5663859,-0.026423049
2366,QC,46.8624734,-71.3295477,-0.738315217
2373,QC,45.5349588,-73.4875891,-0.850262696
2374,QC,45.5212682,-73.5971042,-0.395829055
2375,QC,45.5140669,-73.5762569,-0.494158863
2387,QC,46.843703,-71.260928,-0.172925585
2393,QC,45.5174265,-73.4781521,-0.699444964
2395,QC,46.7990593,-71.3693359,-0.324043824
2396,QC,45.5217339,-73.5698418,-0.517600928
2404,QC,45.5192886,-73.5637291,0.030026359
2407,QC,46.9101974,-71.3508571,-1.389987618
2415,QC,46.8429845,-71.4318653,0.43513104
2419,QC,45.5520054,-73.655971,-0.952571548
2423,QC,45.555718,-73.570317,2.076843542
2426,QC,48.4376039,-68.535971,-1.208263684
2427,QC,45.516694,-73.5576013,1.890800511
5843,QC,45.516694,-73.5576013,0.679683724
2445,QC,46.8120852,-71.2360159,0.082549159
2468,QC,46.8701411,-71.2549883,0.924319767
2471,QC,46.8410703,-71.2700831,-2.780078818
2472,QC,46.8553182,-71.4179855,0.555260797
2484,QC,46.8435762,-71.2146495,2.097541759
2487,QC,46.8198609,-71.3308406,-1.204225614
5759,QC,46.8198609,-71.3308406,0.527290483
2514,QC,46.8121559,-71.2313633,-0.090551305
2522,QC,48.4351174,-68.5243247,-4.433856424
2530,QC,45.7842388,-73.4130703,-1.703706891
2531,QC,45.4977436,-73.5782733,-2.135655803
2533,QC,45.5392036,-73.6130267,1.3820729
2992,QC,45.5392036,-73.6130267,-2.586939898
4448,QC,45.5391629,-73.6133863,-0.194685041
6336,QC,45.5389756,-73.6131821,-0.006531205
2539,QC,45.5004486,-73.4816765,-0.29784035
2542,QC,45.5026306,-73.5735681,-0.087390559
2547,QC,45.5204736,-73.5562303,0.414244969
2561,QC,45.5154352,-73.5652647,-0.824010932
2570,QC,46.9088558,-71.3505757,-2.45988595
2573,QC,45.5072429,-73.5694464,0.704078632
2575,QC,46.8042364,-71.2309801,-0.582201276
2585,QC,46.7876559,-71.3521433,-1.124617366
2592,QC,45.472923,-73.64585,2.48205801
2593,QC,46.8396988,-71.2775625,2.621097687
2605,QC,46.8754898,-71.1594917,-0.395147389
2607,QC,45.5230981,-73.5516038,-0.930113113
2618,QC,45.3945501,-71.8979286,-0.431420628
2622,QC,46.8182262,-71.332755,0.082036647
2623,QC,45.779616,-73.415374,0.26142056
2638,QC,46.8585642,-71.3384958,-0.587778178
6191,QC,46.8586431,-71.3376161,-2.014978457
2643,QC,45.5298873,-73.5867022,-0.799659275
2661,QC,45.4976435,-73.6537623,-0.987341625
2682,QC,45.4979448,-73.5714431,-0.423094616
2715,QC,46.8883082,-71.2682099,-1.184616578
2721,QC,45.530477,-73.720981,0.062995395
2723,QC,45.50083,-73.5752449,1.637243112
2743,QC,48.4386307,-68.5502473,1.357427058
2759,QC,45.5418565,-73.6077662,-1.916914641
2764,QC,45.557074,-73.5732586,-0.554915418
2767,QC,46.5683247,-72.7612965,-0.181717319
2768,QC,45.4802003,-73.5758915,0.028806197
2775,QC,46.7626088,-71.283982,0.184868999
2801,QC,46.8724615,-71.2545171,-3.845503761
2810,QC,45.5541366,-73.5874174,0.499642225
2836,QC,46.8227639,-71.257353,-4.517972035
2851,QC,45.4722853,-73.611864,-1.335482421
5350,QC,45.47206,-73.6123269,-0.202744626
2853,QC,45.555094,-73.5596263,0.777272229
2854,QC,45.5287617,-73.4736863,1.002300838
2875,QC,45.4974422,-73.5667297,0.094513565
2885,QC,45.50111,-73.5722427,-2.827289612
2887,QC,45.4791144,-73.4486802,-1.253479861
2914,QC,45.5028464,-73.5586862,2.371825158
2916,QC,46.7991553,-71.2591147,1.124718726
2919,QC,45.5713987,-73.5724235,0.01000852
2922,QC,45.4976357,-73.4974959,0.191194552
2938,QC,46.8100302,-71.3192807,1.521764216
2939,QC,45.526943,-73.4825637,0.937877024
2943,QC,45.5641458,-73.5781799,-0.082711475
2947,QC,46.5204343,-72.7449814,-0.991263563
2950,QC,46.8866779,-71.2908222,-0.016470012
2963,QC,45.533,-73.48936,-1.503684404
2967,QC,45.7669799,-73.444911,0.027934878
2972,QC,45.5206831,-73.5538724,1.318910262
2974,QC,46.7970229,-71.2397935,1.024507802
2980,QC,46.8075825,-71.2529572,-0.029279931
2984,QC,45.4564991,-73.6285159,-0.893178563
2985,QC,45.5094103,-73.6303094,-2.468639827
2997,QC,46.853723,-71.1952967,-0.961056657
3002,QC,46.5397508,-72.7463848,0.585170556
3010,QC,46.8435867,-71.2443987,0.637060786
3012,QC,46.80324,-71.2281651,2.59427478
3015,QC,45.4690666,-73.6191179,-2.064728885
3023,QC,45.5422402,-73.5896475,0.17455852
3029,QC,45.5377919,-73.5784143,2.834836351
3031,QC,45.5450209,-73.5945304,1.196093874
3032,QC,45.4778062,-73.5702403,1.276764789
3043,QC,45.476863,-73.606234,0.736751415
3044,QC,46.8175183,-71.2567028,-0.271188739
3047,QC,45.5193014,-73.4725306,-1.726876242
3050,QC,45.4520893,-73.5939745,0.342255452
5516,QC,45.453153,-73.5941785,0.172592744
3058,QC,46.8622006,-71.1884753,0.182452048
3063,QC,45.510405,-73.6310415,0.103298023
3067,QC,46.8953805,-71.3001296,-0.239414966
6344,QC,46.8951041,-71.2999014,-0.58480074
3072,QC,45.4589398,-73.5902528,-0.431443522
3081,QC,45.4659813,-73.6140306,1.462580361
3082,QC,46.8938578,-71.1418384,-0.152549933
3083,QC,45.5392193,-73.4675802,1.134636603
3085,QC,45.5353317,-73.5991448,0.139288431
3101,QC,46.8508318,-71.3093982,-0.085577588
3106,QC,45.551329,-73.573147,-3.538005997
3112,QC,45.4966036,-73.5759468,0.010690096
3413,QC,45.4966415,-73.5757894,0.973896634
3113,QC,46.9030305,-71.1997786,-1.743234265
3115,QC,45.7621226,-73.4588991,-0.507864248
3125,QC,46.88361,-71.281651,-0.94308769
3149,QC,48.2320578,-79.0327101,2.365722186
3155,QC,45.5252312,-73.5949315,0.905072563
3156,QC,45.4960608,-73.5780957,-0.400164464
3158,QC,45.5352262,-73.5687441,1.26119346
3166,QC,45.572011,-73.5711319,-1.788854787
3167,QC,45.5249179,-73.5221767,0.814671433
4278,QC,45.5249179,-73.5221767,-1.145909763
3172,QC,46.5081937,-72.7317476,-0.11658139
3176,QC,46.8422365,-71.3271611,-1.92774422
3177,QC,46.810502,-71.243925,0.751096764
3178,QC,45.529879,-73.45729,0.826318864
3185,QC,45.514609,-73.5620299,0.880997177
5905,QC,45.5149552,-73.562792,0.429411558
3187,QC,45.5423581,-73.4553264,-2.545055012
3196,QC,48.4628263,-68.5168564,0.062837215
3200,QC,45.4977245,-73.6228009,0.928759318
3202,QC,45.5003412,-73.5620714,0.946328012
3204,QC,45.45121,-73.594723,-1.763474775
3205,QC,46.8301456,-71.2383808,-0.036293401
3206,QC,45.453913,-73.5854838,-1.464297381
3215,QC,45.5517044,-73.5641308,1.090150002
3223,QC,45.7337308,-73.4681318,-0.949777328
3237,QC,45.5317409,-73.708365,1.70774349
3249,QC,45.477713,-73.6314699,-0.790790908
3252,QC,46.8387184,-71.2847364,-1.992010575
3260,QC,45.4712203,-73.6347163,0.117172899
3275,QC,45.5303926,-73.5738988,0.546286222
3277,QC,45.5764597,-73.654277,-1.835136815
3281,QC,45.4962474,-73.6225469,4.008569098
3283,QC,45.5406888,-73.5991125,0.092384595
3286,QC,46.7469929,-71.349594,-1.459989769
3293,QC,45.5376778,-73.6116572,-0.467997154
3306,QC,45.5010233,-73.564439,-2.384428896
3321,QC,45.5547538,-73.5746894,-0.695777718
3324,QC,46.8116509,-71.2166595,-2.209661319
3349,QC,46.8140474,-71.2107142,4.171417634
3352,QC,48.4450826,-68.5175338,0.786335714
3364,QC,45.5390299,-73.6549476,-1.395738383
3365,QC,45.476771,-73.4291069,-1.711623779
3371,QC,45.5532778,-73.5801119,1.33219995
3390,QC,46.809706,-71.2610336,-1.71469982
5430,QC,46.809706,-71.2610336,-0.264447055
3399,QC,45.5256336,-73.4970409,-0.458557658
3402,QC,45.536491,-73.602535,-2.151719389
3403,QC,46.8112992,-71.3703135,-1.012320312
3406,QC,45.7487153,-73.4545769,-1.677241341
3427,QC,45.5504993,-73.5904315,0.900412881
3429,QC,46.8501206,-71.3561721,-1.214791662
3430,QC,46.6133744,-72.6969848,0.502714477
3434,QC,48.2411066,-79.1271123,-0.213600894
3437,QC,46.8261206,-71.2272852,0.757763118
3438,QC,45.4905278,-73.5834738,-4.83203577
3440,QC,48.4359648,-68.5731844,-1.546895491
3450,QC,45.5071239,-73.6244431,0.281069793
